,text,favourite_count,retweet_count,created_at
419,"RT @comunidadmet: En conmemoración al Día Internacional de la #Mujer, realizaremos una serie de actividades, esperamos que puedas sumarte.…",0,3,2022-03-08 15:27:45
420,"Rectora @augustahermida:
La academia ha estado vinculada a luchar contra la violencia de la #Mujer. Como @udecuenca estamos involucrados en aportar con proyectos para erradicar está problemática, uno de ellos, la transversalización del enfoque de género"". #8Marzo2022 #8M https://t.co/rznRYVKGgI",2,0,2022-03-08 15:27:32
421,RT @PluralismoyC: Avance de la última conversación “Ciudadanía Juventud e Islam” en este #8M. Hajar Hniti: “Se ha invisibilizado a la #muje…,0,0,2022-03-08 15:27:31
422,RT @vifac_monterrey: En el día de la mujer celebramos las historias de las mujeres embarazadas valientes que han salido adelante enfrentand…,0,5,2022-03-08 15:27:28
423,"Semana #8M. Miércoles 9 de marzo, 19 horas. #Feminismo @carmencalvo_   @soledad_murillo @Sara_Mts #Igualdad #Mujer. Entrada libre hasta completar aforo. https://t.co/vh9dHMIJO4",5,1,2022-03-08 15:27:10
424,"RT @IsraelinSpain: 💜Nuestro Ministro Consejero @PorazDan, nos habla de la importancia del papel de las mujeres en el pasado, presente y fut…",0,1,2022-03-08 15:27:01
425,"RT @TaoUniversityMx: 8 de marzo
Conmemoración del día de la mujer.
El equipo de Tao University se solidariza y se une a la conmemoración de…",0,4,2022-03-08 15:26:56
426,"RT @LauFdzOficial: Llegó la hora de la igualdad completa entre mujeres y hombres. Ya llegó la hora de la #Mujer.
#DíaDeLaMujer #8M https://…",0,8,2022-03-08 15:26:51
427,RT @vifac_monterrey: En el día de la mujer celebramos las historias de las mujeres embarazadas valientes que han salido adelante enfrentand…,0,5,2022-03-08 15:26:31
428,"#8M

Ser #mujer #periodista en tiempos de #Bukele: violencia política y misoginia

por @AlfaroNeyda 

#AgendaMujeres
#8Marzo2022 
https://t.co/2uZUdpEzli",2,2,2022-03-08 15:26:26
429,"RT @CarchiPrefectur: Previo a la conmemoración del 8 de marzo,  día internacional de la #mujer Melva Cadena Lucero, Viceprefecta  del Carch…",0,2,2022-03-08 15:26:19
430,"📝 Os compartimos un artículo de Celia de Anca, Vicedecana de Ética, Diversidad e Inclusión de @IEuniversity, que con motivo del #8M nos habla sobre el papel de la #mujer en los distintos ámbitos, incluyendo el laboral en las empresas. 

#8Marzo2022 

https://t.co/nOQ1Ax9oLK",0,0,2022-03-08 15:26:17
431,"Estas son las actividades que se prevén este día, en el marco del Día Internacional de la #Mujer, en #Morelos. #8M  https://t.co/V1BwM2Rv4D",2,0,2022-03-08 15:26:02
432,"RT @UGT_Andalucia: 📅 #8M2022 📍 Sevilla @ugtsevilla 
⏰ 9.30 h. Concentración en la sede
⏰ 11.00 👉 Reyes Católicos, esquina Pastor y Landero,…",0,2,2022-03-08 15:26:01
433,"¡Alcemos la voz a favor del empoderamiento de la mujer! 
En NETA Agencia Deportiva luchamos por la igualdad y la libertad. A nosotras nadie nos detiene y juntas somos más poderosas. 💜
#DiaInternacionaldelamujer 
#8M2022 #mujer #diadelamujer 
#8m #8Marzo #mujeresempoderadas https://t.co/SNarIi1Icz",0,0,2022-03-08 15:25:52
434,"RT @TaoUniversityMx: 8 de marzo
Conmemoración del día de la mujer.
El equipo de Tao University se solidariza y se une a la conmemoración de…",0,4,2022-03-08 15:25:47
435,"En el día de la mujer celebramos las historias de las mujeres embarazadas valientes que han salido adelante enfrentando las adversidades y buscando ser una mejor versión de sí mismas.
En VIFAC te ofrecemos un futuro brillante.
.
.
#8M #VIFACMonterrey #noestassola #mujer #embarazo https://t.co/fIOikQAjjm",10,5,2022-03-08 15:25:39
436,"RT @FPtaxiMadrid: Orgullosos de todas las mujeres luchadoras que forman parte de la FPTM y del verdadero #TaxiMadrid 💪🏽🚖

#Diadelamujer #mu…",0,14,2022-03-08 15:25:39
437,"RT @VanesaDaf: No siempre fuimos visibles, pero gracias a muchas ""anónimas"", hoy podemos crear y creer, con nombre y apellido.

Día de la m…",0,12,2022-03-08 15:25:24
438,☮️En colaboración con @ahoraentiendomx les hacemos llegar los siguientes datos. #8M #Mujer #8M2022 💚 La lucha es de todas. 🫀❤️‍🔥💜 https://t.co/DCj4WEDuUM,4,2,2022-03-08 15:25:14
439,"¡Alcemos la voz a favor del empoderamiento de la mujer! 
En NETA Agencia Deportiva luchamos por la igualdad y la libertad. A nosotras nadie nos detiene y juntas somos más poderosas. 💜
#DiaInternacionaldelamujer 
#8M2022 #mujer #diadelamujer 
#8m #mujeresempoderadas #8Marzo https://t.co/BZ1fOQ9PNv",0,0,2022-03-08 15:25:12
440,"RT @jucilnacional: Hoy, el gobierno nos dirá que es #8Marzo, el #DíaDeLaMujer y que defienden la #Igualdad cuando discriminan a la #Mujer p…",0,71,2022-03-08 15:24:52
441,"RT @FrasesNorfiPC: Hoy 8 de marzo celebramos el Día Internacional de la Mujer. Día de homenaje, de reconocimiento y admiración a la #Mujer,…",0,35,2022-03-08 15:24:25
442,"#8M Hoy es tu día, pero ayer también lo fue y mañana también lo será 💜💜💜💜

Di Nisi Ndukue 
Por ti, por nosotros, por todos 

#8M2022 #8marzo #dinisindukue #OrgulloMexicano #diadelamujer #México #amor #respeto #mujeres #mujer #NiUnaMenos https://t.co/BGnXcMD8Zw",0,0,2022-03-08 15:24:18
443,"RT @cifpa_aragon: En el Día Internacional de la Mujer, las mujeres de @cifpa_aragon recordamos a todas las que sufren el impacto de la #gue…",0,7,2022-03-08 15:23:27
444,"En este post hemos querido dar voz a una experiencia de #mujer trabajadora que puede ilustrar la realidad #laboral y psicológica de muchos millones de mujeres en todo el mundo hoy en día.

#DiaDeLasMujeres #Diadelamujer2022 
#8M 

https://t.co/v0mf4ZxogC",0,1,2022-03-08 15:23:26
445,"RT @jucilnacional: Hoy, el gobierno nos dirá que es #8Marzo, el #DíaDeLaMujer y que defienden la #Igualdad cuando discriminan a la #Mujer p…",0,71,2022-03-08 15:22:57
446,"RT @cgtsarga: ¡Feliz y reivindicativo 8M!
Video completo aquí:👇🙋💁🏼🙆🏿🙅🏼‍♀️🙋🏻‍♀️
https://t.co/iJQtSsUBDr

#8m #niunamenos #diadelamujer #femi…",0,4,2022-03-08 15:22:54
447,"RT @lau_sfpro: #8M Día internacional de la Mujer🌹
Hoy no se festeja, se conmemora y se sigue luchando por la igualdad y respeto a la  #Muje…",0,10,2022-03-08 15:22:51
448,"¡Alcemos la voz a favor del empoderamiento de la mujer! 
En NETA Agencia Deportiva luchamos por la igualdad y la libertad. A nosotras nadie nos detiene y juntas somos más poderosas. 💜
#DiaInternacionaldelamujer 
#8M2022 #mujer #8Marzo 
#8m #womenpower #mujeresempoderadas https://t.co/aVHGxifjbu",0,0,2022-03-08 15:22:49
449,"Felizzzz día de la mujer !!!
Para todas y nunca dejemos de construir un mundo mejor !!!
#turigesell #diadelamujer #Conmemoración #mujer #8m #VillaGesell #woman #happyday en Villa Gesell https://t.co/x9EFQ2z1pG",0,0,2022-03-08 15:22:32
450,¿Para ti qué es ser #Mujer? #DiaInternacionalDeLaMujer #8m #8marzo (Video completó en #Facebook e #Instagram) https://t.co/v5KdhmyTx4,7,1,2022-03-08 15:22:28
451,"Y no podemos olvidarnos de Ceyda en la serie #Mujer 😍 

Una mujer luchadora que demostró que su amistad con Bahar estaba por encima de todo y de todos 💜 Más amigas así.

 #8M #DiaInternacionalDeLaMujer https://t.co/9E5b2SlYdm",1,0,2022-03-08 15:22:12
452,"¡Alcemos la voz a favor del empoderamiento de la mujer! 
En NETA Agencia Deportiva luchamos por la igualdad y la libertad. A nosotras nadie nos detiene y juntas somos más poderosas. 💜
#DiaInternacionaldelamujer 
#8M2022 #mujer
#8m #womenpower #mujeresempoderadas #Diadelamujer https://t.co/9iBNCOzbFq",0,0,2022-03-08 15:21:48
453,RT @agdagira: Ayer me conecté con @pau y @Rafa_Pons para grabar @PodcastEFEM Una buena sesión de #cuentacientíficas @cuentacien porque es h…,0,4,2022-03-08 15:21:47
454,"¡Feliz Día de la Mujer! Pilar fundamental de la Familia, y de nuestra existencia como Civilización y Humanidad 💙

#8M #mujer #feminidad #Familia https://t.co/7s6JB6orNW",0,0,2022-03-08 15:21:17
455,"RT @lau_sfpro: #8M Día internacional de la Mujer🌹
Hoy no se festeja, se conmemora y se sigue luchando por la igualdad y respeto a la  #Muje…",0,10,2022-03-08 15:21:05
456,RT @escarabajoTVE: Hoy #8M celebramos #DíaInternacionalMujer. Dedicamos el mes a la serie  #pionerashistorianatural del país.  El reto de l…,0,10,2022-03-08 15:20:31
457,"RT @fmedoficial: En el marco del Día Internacional de la Mujer queremos destacar a María Antonieta Rebollo: médica, docente, científica e i…",0,9,2022-03-08 15:20:24
458,RT @_humanos: 🟣Hoy celebramos el #DíaDeLasMujeres un día para dar visibilidad al papel de la #mujer en la sociedad. Desde #HumanosConRecurs…,0,2,2022-03-08 15:19:56
459,"RT @NovotechMX: ¡Les deseamos un feliz día de la Mujer a todas!🥳

#díainternacionaldelamujer #diadelamujer #8M #8demarzo #mujer #felizdíade…",0,1,2022-03-08 15:19:51
460,"RT @PROTELSUR: Desde PROTELSUR® nos unimos a la celebración del #DíaInternacionaldelaMujer.

Por todas aquellas mujeres luchadoras, valient…",0,2,2022-03-08 15:19:50
461,"Desde PROTELSUR® nos unimos a la celebración del #DíaInternacionaldelaMujer.

Por todas aquellas mujeres luchadoras, valientes, incansables y unas autenticas guerreras. 

Por luchar por una sociedad justa.

¡Feliz Día de la Mujer!💜

#PROTELSUR #8M #Mujer #Derechos #Igualdad https://t.co/PZte2enJBA",2,2,2022-03-08 15:19:34
462,"RT @PSOEaytoMalaga: ✊ Hoy #8M Día Internacional de la #Mujer es un día para luchar por la #Igualdad, la participación y el empoderamiento d…",0,1,2022-03-08 15:19:04
463,"RT @YoTaxiLaRevista: Feliz #DiaInternacionalDeLaMujer, en especial, a todas las mujeres que trabajan como #taxistas💜#mujer #8M #Diadelamuje…",0,2,2022-03-08 15:18:41
464,"Doy gracias a Dios por haberme dado a una gran emprendedora como mi madre, en honor a ella, a mi esposa e hija, colegas y compañeras de trabajo, conmemoramos a la #mujer y su lucha. #8M🙌 https://t.co/ZGy8WRQRb4",0,0,2022-03-08 15:18:39
465,"IG: @florenciaolivos 👵🏼👩🏼👧🏼
Por todas 💪🏽
#art #design #handmade #artist #drawing #ilustration #artwork #sketch #diadelamujer  #picture #color #procreate #photoshop #8m #8m2022 #creative #8marzo2022 #digitalart #beauty #photo #mujer #beautiful #happy #good #style #creatibest https://t.co/QVJrPq6wJp",2,0,2022-03-08 15:18:29
466,"RT @VanesaDaf: No siempre fuimos visibles, pero gracias a muchas ""anónimas"", hoy podemos crear y creer, con nombre y apellido.

Día de la m…",0,12,2022-03-08 15:17:47
467,"¡No están solas, SPELT está con ustedes!💜💛
#8m #diainternacionaldelamujer #mujer #mujeres #diadelamujer #womens #internationalwomensday https://t.co/XHwR40uPR3",0,0,2022-03-08 15:17:13
468,"RT @lulajackie11: En el Día que se conmemora la lucha de la Mujer por la igualdad de derechos y equidad.
Les comparto historia de una Mujer…",0,6,2022-03-08 15:16:59
469,"RT @cmhntm_es: |La Ley Trans atenta contra la IDENTIDAD y LOS DERECHOS de las MUJERES| #irenemontero #LeyTrans #8M #mujer
https://t.co/xumy…",0,1,2022-03-08 15:16:44
470,"RT @MUPArgentina: HOY! Todos al #Congreso para reclamar por igualdad de oportunidades y por los derechos que nos faltan ✊🏼

#8M #mujer #gen…",0,6,2022-03-08 15:16:30
471,"María Josefa Yzuel fue la primera #mujer que obtuvo la titulación de Profesora Agregada de Universidad y la primera catedrática de #Óptica en España.

En #COORM solo tenemos palabras de agradecimiento y admiración por todo lo que has logrado 💜

#DíaInternacionaldelaMujer #8M https://t.co/sHeHkhvBcw",1,0,2022-03-08 15:16:01
472,"RT @CeliaHil: Talento senior femenino ¿lo estamos aprovechando lo suficiente?
Hoy #8M #DíaDelaMujer a las 19h vía #ZOOm 

https://t.co/rEkl…",0,2,2022-03-08 15:15:51
473,"#8M #MUJER
En #GovLink: Todos los días, son días de la MUJER!
💪💜Sigamos luchando y trabajando por una sociedad igualitaria, con oportunidades y respeto para todos.
#Govtech #innovacionsocial #tecnologías #sectorpúblico #Govlink
https://t.co/NZdFvTOFrq",1,1,2022-03-08 15:15:30
474,RT @ViviMoreno14: Hoy digo como #mujer y como ser humano q no permito q traten al hombre como un delincuente y un ser despreciable solo por…,0,2,2022-03-08 15:15:28
475,"💜Nuestro Ministro Consejero @PorazDan, nos habla de la importancia del papel de las mujeres en el pasado, presente y futuro #DiaInternacionalDeLaMujer🙋‍♀️🇮🇱

#8m #8marzo #8Marzo2022  #Díadelamujer  #Israel   #Mujer #sostenibilidad https://t.co/YjzFQRD1HX",1,1,2022-03-08 15:15:25
476,RT @CeliaHil: #Recomiendo el #podcast de @mireialasheras  #ExcelenciaYTrabajo sobre #Liderazgo con dos #mujeres muy inspiradoras  #IsabelSá…,0,1,2022-03-08 15:15:18
477,"Siempre hay una mujer al principio de todas las grandes cosas. Juntas somos la unión que le da fuerza al cambio 🙌. 
8 de marzo, día internacional de la mujer. 👩
.
.
.
#8M #DíaDeLaMujer #Mujer #ITInstitute https://t.co/nxHWjAY2th",0,0,2022-03-08 15:15:15
478,RT @rd_madero: Hoy se conmemora el #DíaInternacionalDeLaMujer 👩🏽‍🦱👩🏻👩🏼‍🦰👩🏻‍🦳💪🏻👏🏻 con el fin de buscar la justicia y el respeto a los derech…,0,1,2022-03-08 15:15:06
479,RT @CarmenPicazoCs: No necesito que ninguna ministra ni ningún gobierno ni ningún partido político me concedan el carnet de feminista. Yo s…,0,5,2022-03-08 15:14:59
480,"¿Por qué se conmemora el 8M?

Son muchas las causas o motivos que nos llevan a celebrar o conmemorar cada año el 8 de marzo el Dia Internacional de la #Mujer

🧡 Para no perderte nada suscríbete a https://t.co/juVfh9qOty 

#8M2022 #8M #8Marzo2022 #Diadelamujer #Diadelamujer2022 https://t.co/g2CFJfSzVw",0,0,2022-03-08 15:14:56
481,"Hoy se conmemora el #DíaInternacionalDeLaMujer 👩🏽‍🦱👩🏻👩🏼‍🦰👩🏻‍🦳💪🏻👏🏻 con el fin de buscar la justicia y el respeto a los derechos de las mujeres que diariamente ayudan a construir un mejor país.

#DíaDeLaMujer #NiUnaMás #NiUnaMenos #Mujer #Mujeres #8M https://t.co/u0Om2vqTSU",1,1,2022-03-08 15:14:32
482,"« Mis pechos luchan por tus derechos » … lamentablemente, la única forman de salir en medios es desnudándonos, pero luchamos por los derechos humanos de todxs. 

#8m #derechosHumanos #DiaDeLaMujer @SpainFemen #feminismo #harta #mujer #locamicoño https://t.co/hZed8g7HoN",1,0,2022-03-08 15:14:02
483,"De camino a casa quiero ser libre, no valiente ✊🏼💜 #8M #8Marzo2022 #8DeMarzo #Mujer",0,0,2022-03-08 15:13:45
484,"RT @FatimaManchado: 🟣Gracias a su Director, David Montero, por esta magnífica obra, y a la asociación de mujeres empresarias cooperativista…",0,1,2022-03-08 15:13:14
485,"RT @EcoGobCan: 📸La consejera #EcoGobCan, @Elenamanez, participa en el acto institucional del Gobierno de #Canarias por el Día Internacional…",0,2,2022-03-08 15:13:05
486,"RT @lulajackie11: En el Día que se conmemora la lucha de la Mujer por la igualdad de derechos y equidad.
Les comparto historia de una Mujer…",0,6,2022-03-08 15:12:32
487,"#8M: Universidades Regionales conmemoran Día Internacional de la #Mujer 2022, infórmate y participa!!
https://t.co/UXmYLqsLG6",1,0,2022-03-08 15:12:11
488,"RT @FrasesNorfiPC: ""El verdadero poder de un hombre, es el tamaño de la sonrisa de la mujer, que tiene a su lado"".
¡Feliz Día #Mujer! #8M
h…",0,12,2022-03-08 15:12:04
489,"RT @lau_sfpro: #8M Día internacional de la Mujer🌹
Hoy no se festeja, se conmemora y se sigue luchando por la igualdad y respeto a la  #Muje…",0,10,2022-03-08 15:11:41
490,"RT @AMoralesGC: M de Motivación…
M de Movilización…
M de Marcha…
M de Mañana…
M de Mujer…
M de Más…
El #8M es mucho más que el Día de la #M…",0,10,2022-03-08 15:11:38
491,"RT @clearchannelcl: Hoy se conmemora el Día Internacional de la Mujer, desde Clear Channel entregamos un afectuoso saludo a todas las mujer…",0,2,2022-03-08 15:11:30
492,"¡Día Internacional de la Mujer! 👩🏻‍🦰👧🏻👩🏽

Hoy #8M, un día de reflexión, apoyo y lucha constante por lograr la concientización y cambio que se requiere en la sociedad actual. 🔝💜

#creatoris #8M #mujer #igualdad #derechos #inspiracion #coraje #DiaDeLaMujer https://t.co/ymqaUoMeJ4",1,0,2022-03-08 15:11:29
493,"RT @FundacionDfa: Hoy, #8M #DiaInternacionalDeLaMujer, en #EdificioPignatelli acompañamos a @GobAragon: 14 #mujeres de distintos sectores l…",0,2,2022-03-08 15:11:28
494,", hoy #8M no deja de ser el día más inspirador del año. #mujerrural #ruralwomen #aquelarre #futurosposibles #soberania #combativas #aletosas #mujer 👩🏻‍🌾🐝🧡💜.",0,0,2022-03-08 15:11:22
495,"Hoy es #8M, Día Internacional de la #mujer 🚺

Seguimos reclamando la eliminación de la violencia hacia las mujeres en todas sus diferentes formas, justicia y derechos para las mujeres, aquí y fuera de nuestras fronteras.

💜 Enlace al manifiesto: https://t.co/RdGXVrQv0K https://t.co/ikMMX38da8",0,0,2022-03-08 15:11:00
496,"En #WatchamanDoor todos los días es 8 de marzo. Cada día luchamos por la igualdad y los derechos de todas y todos. ¡Gracias, Watchman Door, por el apoyo! #8M #mujer #igualdad #diadelamujertrabajadora https://t.co/wylIipz8de",1,0,2022-03-08 15:10:37
497,"#ConversamosCon: “No hay nada que las #mujeres no podamos hacer”

#8M #Mujer

https://t.co/aSkpdogUam https://t.co/ahb5tktxYk",0,0,2022-03-08 15:10:15
498,"RT @jucilnacional: Hoy, el gobierno nos dirá que es #8Marzo, el #DíaDeLaMujer y que defienden la #Igualdad cuando discriminan a la #Mujer p…",0,71,2022-03-08 15:10:11
499,"RT @Selenehepe1: Si me matan, si es que me encuentran, llenenme de flores, cubranme de tierra.
Que yo seré  semilla para las que vienen, qu…",0,24,2022-03-08 15:09:59
500,"La #alfabetización en #salud es la capacidad de las personas para obtener, comprender y utilizar información para tomar decisiones y acciones relacionadas con su salud.

¿Que tiene que ver esto con el #8M y el Día Internacional de la #Mujer ?

Explico…. 🧵 🪡 https://t.co/OdhRqbHFMo",4,1,2022-03-08 15:09:13
501,"RT @prensaju: #Hoy #8M2022 #8M 
8 de marzo - día internacional de la #mujer  

#Justicia #Salta https://t.co/NtV2IF9Jjh",0,1,2022-03-08 15:09:04
502,"Hoy se conmemora el Día Internacional de la Mujer, desde Clear Channel entregamos un afectuoso saludo a todas las mujeres del país.
#8m #mujer #diadelamujer https://t.co/4OocRVQfDT",12,2,2022-03-08 15:08:50
503,"#8M 🌺 Por más mujeres enfocadas, ilusionadas, soñadoras y realizadas, pero sobre todo seguras, libres y felices.

#mujer #woman #deportes #sportsgirl #juegacomoniña #powergirl #empowerment #feliz #ilovemyjob #mujeresvalientes https://t.co/7Md0wYB2At",1,0,2022-03-08 15:08:25
504,RT @GSandovalSalas: Hagamos que nuestras acciones en cada espacio de intervención como mujeres sean dignas de réplica para construir la soc…,0,4,2022-03-08 15:08:23
505,"RT @JucilCuenca: Hoy, el gobierno nos dirá que es #8Marzo, el #DíaDeLaMujer y que defienden la #Igualdad cuando discriminan a la #Mujer por…",0,43,2022-03-08 15:08:08
506,RT @CarmenPicazoCs: No necesito que ninguna ministra ni ningún gobierno ni ningún partido político me concedan el carnet de feminista. Yo s…,0,5,2022-03-08 15:07:39
507,"RT @FrasesNorfiPC: Hoy 8 de marzo celebramos el Día Internacional de la Mujer. Día de homenaje, de reconocimiento y admiración a la #Mujer,…",0,35,2022-03-08 15:07:37
508,"💥 A las mujeres al volante: ""Sed valientes"", visitad vuestros lugares favoritos, sentid la libertad de la carretera y no dejéis que nadie os diga lo que no podéis hacer. ¡Es vuestro momento!

#8M #bebrave #feminismo #mujer  #8marzo #WomenDay #DiadelaMujer #conduccion #pmkgrupo https://t.co/loFBTagPqO",0,0,2022-03-08 15:06:36
509,"RT @Aguilarjimene17: ¡Sumémonos por las causas de las mujeres!

El Día Internacional de la #Mujer es una oportunidad para visibilizar el tr…",0,5,2022-03-08 15:06:30
510,RT @CarmenPicazoCs: No necesito que ninguna ministra ni ningún gobierno ni ningún partido político me concedan el carnet de feminista. Yo s…,0,5,2022-03-08 15:05:23
511,"RT @TRIBUTAR_ec: DÍA INTERNACIONAL DE LA MUJER

Mujer, puedes lograr lo que te propongas.

No hay meta inalcanzable para ti.

Hoy y cada dí…",0,1,2022-03-08 15:05:11
512,"Siento decirte que este comentario lo hagas o no lo hagas con mala intención, es sexista.
.
Y así, suma y sigue.
.
#8m #diainternacionaldelamujer #mujer #mujeres #rodeatebien #feminismo #igualdad https://t.co/65qHhLIBSk",0,0,2022-03-08 15:04:54
513,"RT @FrasesNorfiPC: ""El verdadero poder de un hombre, es el tamaño de la sonrisa de la mujer, que tiene a su lado"".
¡Feliz Día #Mujer! #8M
h…",0,12,2022-03-08 15:04:13
514,"""Yo soy feminista total
Porque siempre he defendido la igualdad
No me digas como tengo que actuar
Que feminismo es libertad..."" 

¡Feliz Día de la mujer! 💜💜💜💜💪🏼
 #8M #women #mujer #femme #empoderamiento #trabajadora #luchadora #feminismo #feministatotal https://t.co/qwckbpFnG4",2,0,2022-03-08 15:04:08
515,"RT @FrasesNorfiPC: ""El verdadero poder de un hombre, es el tamaño de la sonrisa de la mujer, que tiene a su lado"".
¡Feliz Día #Mujer! #8M
h…",0,12,2022-03-08 15:03:54
516,RT @EAPZamorano: Hoy #8marzo  en el #DiaInternacionalDeLaMujer ZAMORANO destaca los logros y liderazgo de las mujeres en Latinoamérica y el…,0,3,2022-03-08 15:03:48
517,"RT @SputnikMundo: 🚺8️⃣🗓️ Hoy celebramos el Día de la mujer, pero ¿por qué se celebra un 8 de marzo?

#8demarzo #8demarzodiadelamujer ##diad…",0,27,2022-03-08 15:03:19
518,"A tu tía panista que quiere participar en las marchas feministas de hoy #8M, recuérdale que el #feminismo, sí o sí, está por el derecho de la #mujer a decidir sobre su cuerpo.",3,0,2022-03-08 15:03:17
519,"🟣Gracias a su Director, David Montero, por esta magnífica obra, y a la asociación de mujeres empresarias cooperativistas de Andalucía @AMECOOP_ 

#8M #Mujer #igualdad #imparables #DíaInternacionaldelaMujer #deigualaigual #AndalucíaEsMujer https://t.co/gJEqkGChXi",1,1,2022-03-08 15:03:09
520,"RT @GobYucatan: En el Día Internacional de la #Mujer conmemoramos la lucha de las mujeres por la igualdad, reconocimiento y acceso pleno de…",0,5,2022-03-08 15:03:06
521,"En el Día de la Mujer 👩os dejamos unos datos impactantes sobre aquellas que tienen parálisis cerebral. 👇
#SomosASPACE #ParálisisCerebral #discapacidad #mujer #8M #8M2022 #DíaDeLaMujer https://t.co/g1X6YdYQWx",1,0,2022-03-08 15:03:00
522,"RT @FrasesNorfiPC: ""El verdadero poder de un hombre, es el tamaño de la sonrisa de la mujer, que tiene a su lado"".
¡Feliz Día #Mujer! #8M
h…",0,12,2022-03-08 15:02:42
523,"RT @CENITJustThink: 📅Hoy 8 de marzo, es el #DiaInternacionalDeLaMujer. Y ponemos en valor los números de la #igualdad de género en #Cenit f…",0,3,2022-03-08 15:01:48
524,RT @Outletminero: Abordar el tema de la #mujer en la #minería es hablar de evolución y crecimiento; no seríamos un sector moderno y eficien…,0,10,2022-03-08 15:01:45
525,"RT @FrasesNorfiPC: ""El verdadero poder de un hombre, es el tamaño de la sonrisa de la mujer, que tiene a su lado"".
¡Feliz Día #Mujer! #8M
h…",0,12,2022-03-08 15:01:42
526,"Hoy #8marzo  en el #DiaInternacionalDeLaMujer ZAMORANO destaca los logros y liderazgo de las mujeres en Latinoamérica y el mundo, aquellas que han creado cambios y generan nuevas ideas a partir del razonamiento y empatía.

#Zamorano #8M #Mujer #díamujer https://t.co/gJbjIJvPEe",5,3,2022-03-08 15:01:14
527,"Hoy conmemoramos el #diainternacionaldelamujer y resaltamos las cualidades que admiramos en ellas 💁‍♀️: Valentía, Solidaridad, Iniciativa, Empatía, Fortaleza, Generosidad 💐
Menciona a una #mujer🎀 aquí para recordarle lo valiosa que es #8M #womensday #businesswomen #entreprenuer https://t.co/lT5rYuea83",1,1,2022-03-08 15:01:05
528,"RT @FrasesNorfiPC: Hoy 8 de marzo celebramos el Día Internacional de la Mujer. Día de homenaje, de reconocimiento y admiración a la #Mujer,…",0,35,2022-03-08 15:00:59
529,"RT @MUPArgentina: HOY! Todos al #Congreso para reclamar por igualdad de oportunidades y por los derechos que nos faltan ✊🏼

#8M #mujer #gen…",0,6,2022-03-08 15:00:51
530,RT @CIQSO_UHU: Investigadoras del  @CIQSO_UHU  @UniHuelva en un día de visibilización como éste ♀️ #8M2022 #8Marzo2022 #8M #DiaInternaciona…,0,3,2022-03-08 15:00:47
531,"RT @CulturaEnMexico: 🟣 Al grito de revolución e igualdad, nace por primera vez el #feminismo. El ""Segundo sexo"", de #SimoneDeBeauvoir fue u…",0,1,2022-03-08 15:00:45
532,"¡Les deseamos un feliz día de la Mujer a todas!🥳

#díainternacionaldelamujer #diadelamujer #8M #8demarzo #mujer #felizdíadelamujer https://t.co/1q0ie493N4",1,1,2022-03-08 15:00:44
533,"¿Qué necesita pasar para que garanticemos un entorno libre de violencia para las mujeres? Tenemos que comprometernos a hacer de este un país libre de violencia

#8M #diainternacionaldelamujer #podcast #youtube #mujeres #mujer #violenciadegenero #martes #felizmartesatodos #8m2022 https://t.co/c95szvzNvK",0,0,2022-03-08 15:00:41
534,🤗Tú le das luz y vida a nuestra cabina. ¡Gracias! 👩 #Mujer #8M https://t.co/jJxqKVU0Jl,2,1,2022-03-08 15:00:04
535,"A lo que se quiere...

#Frases #Mujer #8M https://t.co/2ZBwUrZR7a",0,0,2022-03-08 15:00:04
536,"""El verdadero poder de un hombre, es el tamaño de la sonrisa de la mujer, que tiene a su lado"".
¡Feliz Día #Mujer! #8M
https://t.co/McT9rnuZ6b https://t.co/igJXlRP6st",30,12,2022-03-08 15:00:03
537,"Recordemos que hoy conmemoramos la lucha de siglos que han llevado las mujeres por la igualdad, el reconocimiento y ejercicio efectivo de sus derechos en esta sociedad. 🌸

#SinPudor #Mujer #Mujeres #DiadelaMujer #8M #8deMarzo #Woman #Women https://t.co/VhwsbbQnTi",0,0,2022-03-08 15:00:03
538,"#CirculaEnRedes | Hoy #8M es el #DiaInternacionalDeLaMujer donde se busca destacar el empoderamiento de la #Mujer en todos los ámbitos y entornos, así como garantizar los #DerechosParaTodas y una vida sin #ViolenciaDeGenero 

https://t.co/bybcPNNC94 https://t.co/4DTisL7lOy",1,0,2022-03-08 15:00:03
539,"n el marco del Día Internacional de la Mujer destacamos que la igualdad de género y los derechos de las mujeres son fundamentales para el progreso mundial.
📈 En México las mujeres componen el 51.2% de la población total. 

#mujer #8m #8marzo #diadelamujer https://t.co/j05cJpCzTM",0,0,2022-03-08 15:00:02
540,"💜Por ellas, por nosotras y por las que nunca volverán 💜
✨ FELIZ DÍA INTERNACIONAL DE LA MUJER ✨
#8m #sanmartindelavega #pcivilsmv #mujer #lasprotescuentan https://t.co/XofhwrqI25",3,1,2022-03-08 14:59:55
541,"RT @lulajackie11: En el Día que se conmemora la lucha de la Mujer por la igualdad de derechos y equidad.
Les comparto historia de una Mujer…",0,6,2022-03-08 14:59:38
542,"RT @VanesaDaf: No siempre fuimos visibles, pero gracias a muchas ""anónimas"", hoy podemos crear y creer, con nombre y apellido.

Día de la m…",0,12,2022-03-08 14:59:26
543,"RT @MUPArgentina: HOY! Todos al #Congreso para reclamar por igualdad de oportunidades y por los derechos que nos faltan ✊🏼

#8M #mujer #gen…",0,6,2022-03-08 14:59:03
